reference	n	word	strongs	morphology	tvm_code
Matthew 6:27	9	την	G3588	T-ASF	
Matthew 6:27	10	ηλικιαν	G2244	N-ASF	
Matthew 6:27	11	αυτου	G0846	P-GSM	
Matthew 6:27	12	πηχυν	G4083	N-ASM	
Matthew 6:27	13	ενα	G1520	A-ASM	
Matthew 6:28	1	και	G2532	CONJ	
Matthew 6:28	2	περι	G4012	PREP	
Matthew 6:28	3	ενδυματος	G1742	N-GSN	
Matthew 6:28	4	τι	G5101	I-ASN	
Matthew 6:28	5	μεριμνατε	G3309	V-PAI-2P	5719
Matthew 6:28	6	καταμαθετε	G2648	V-2AAM-2P	5628
Matthew 6:28	7	τα	G3588	T-APN	
Matthew 6:28	8	κρινα	G2918	N-APN	
Matthew 6:28	9	του	G3588	T-GSM	
Matthew 6:28	10	αγρου	G0068	N-GSM	
Matthew 6:28	11	πως	G4459	ADV	
Matthew 6:28	12	αυξανει	G0837	V-PAI-3S	5719
Matthew 6:28	13	ου	G3756	PRT-N	
Matthew 6:28	14	κοπια	G2872	V-PAI-3S	5719
Matthew 6:28	15	ουδε	G3761	CONJ-N	
Matthew 6:28	16	νηθει	G3514	V-PAI-3S	5719
Matthew 6:29	1	λεγω	G3004	V-PAI-1S	5719
Matthew 6:29	2	δε	G1161	CONJ	
Matthew 6:29	3	υμιν	G4771	P-2DP	
Matthew 6:29	4	οτι	G3754	CONJ	
Matthew 6:29	5	ουδε	G3761	CONJ-N	
Matthew 6:29	6	σολομων	G4672	N-NSM	
Matthew 6:29	7	εν	G1722	PREP	
Matthew 6:29	8	παση	G3956	A-DSF	
Matthew 6:29	9	τη	G3588	T-DSF	
Matthew 6:29	10	δοξη	G1391	N-DSF	
Matthew 6:29	11	αυτου	G0846	P-GSM	
Matthew 6:29	12	περιεβαλετο	G4016	V-2AMI-3S	5639
Matthew 6:29	13	ως	G5613	ADV	
Matthew 6:29	14	εν	G1520	A-ASN	
Matthew 6:29	15	τουτων	G3778	D-GPN	
Matthew 6:30	1	ει	G1487	COND	
Matthew 6:30	2	δε	G1161	CONJ	
Matthew 6:30	3	τον	G3588	T-ASM	
Matthew 6:30	4	χορτον	G5528	N-ASM	
Matthew 6:30	5	του	G3588	T-GSM	
Matthew 6:30	6	αγρου	G0068	N-GSM	
Matthew 6:30	7	σημερον	G4594	ADV	
Matthew 6:30	8	οντα	G1510	V-PAP-ASM	5723
Matthew 6:30	9	και	G2532	CONJ	
Matthew 6:30	10	αυριον	G0839	ADV	
Matthew 6:30	11	εις	G1519	PREP	
Matthew 6:30	12	κλιβανον	G2823	N-ASM	
Matthew 6:30	13	βαλλομενον	G0906	V-PPP-ASM	5746
Matthew 6:30	14	ο	G3588	T-NSM	
Matthew 6:30	15	θεος	G2316	N-NSM	
Matthew 6:30	16	ουτως	G3779	ADV	
Matthew 6:30	17	αμφιεννυσιν	G0294	V-PAI-3S	5719
Matthew 6:30	18	ου	G3756	PRT-N	
Matthew 6:30	19	πολλω	G4183	A-DSN	
Matthew 6:30	20	μαλλον	G3123	ADV	
Matthew 6:30	21	υμας	G4771	P-2AP	
Matthew 6:30	22	ολιγοπιστοι	G3640	A-VPM	
Matthew 6:31	1	μη	G3361	PRT-N	
Matthew 6:31	2	ουν	G3767	CONJ	
Matthew 6:31	3	μεριμνησητε	G3309	V-AAS-2P	5661
Matthew 6:31	4	λεγοντες	G3004	V-PAP-NPM	5723
Matthew 6:31	5	τι	G5101	I-ASN	
Matthew 6:31	6	φαγωμεν	G5315	V-2AAS-1P	5632
Matthew 6:31	7	η	G2228	PRT	
Matthew 6:31	8	τι	G5101	I-ASN	
Matthew 6:31	9	πιωμεν	G4095	V-2AAS-1P	5632
Matthew 6:31	10	η	G2228	PRT	
Matthew 6:31	11	τι	G5101	I-ASN	
Matthew 6:31	12	περιβαλωμεθα	G4016	V-2AMS-1P	5643
Matthew 6:32	1	παντα	G3956	A-APN	
Matthew 6:32	2	γαρ	G1063	CONJ	
Matthew 6:32	3	ταυτα	G3778	D-APN	
Matthew 6:32	4	τα	G3588	T-NPN	
Matthew 6:32	5	εθνη	G1484	N-NPN	
Matthew 6:32	6	επιζητει	G1934	V-PAI-3S	5719
Matthew 6:32	7	οιδεν	G1492	V-RAI-3S	5758
Matthew 6:32	8	γαρ	G1063	CONJ	
Matthew 6:32	9	ο	G3588	T-NSM	
Matthew 6:32	10	πατηρ	G3962	N-NSM	
Matthew 6:32	11	υμων	G4771	P-2GP	
Matthew 6:32	12	ο	G3588	T-NSM	
Matthew 6:32	13	ουρανιος	G3770	A-NSM	
Matthew 6:32	14	οτι	G3754	CONJ	
Matthew 6:32	15	χρηζετε	G5535	V-PAI-2P	5719
Matthew 6:32	16	τουτων	G3778	D-GPN	
Matthew 6:32	17	απαντων	G0537	A-GPN	
Matthew 6:33	1	ζητειτε	G2212	V-PAM-2P	5720
Matthew 6:33	2	δε	G1161	CONJ	
Matthew 6:33	3	πρωτον	G4412	ADV-S	
Matthew 6:33	4	την	G3588	T-ASF	
Matthew 6:33	5	βασιλειαν	G0932	N-ASF	
Matthew 6:33	6	του	G3588	T-GSM	
Matthew 6:33	7	θεου	G2316	N-GSM	
Matthew 6:33	8	και	G2532	CONJ	
Matthew 6:33	9	την	G3588	T-ASF	
Matthew 6:33	10	δικαιοσυνην	G1343	N-ASF	
Matthew 6:33	11	αυτου	G0846	P-GSM	
Matthew 6:33	12	και	G2532	CONJ	
Matthew 6:33	13	ταυτα	G3778	D-NPN	
Matthew 6:33	14	παντα	G3956	A-NPN	
Matthew 6:33	15	προστεθησεται	G4369	V-FPI-3S	5701
Matthew 6:33	16	υμιν	G4771	P-2DP	
Matthew 6:34	1	μη	G3361	PRT-N	
Matthew 6:34	2	ουν	G3767	CONJ	
Matthew 6:34	3	μεριμνησητε	G3309	V-AAS-2P	5661
Matthew 6:34	4	εις	G1519	PREP	
Matthew 6:34	5	την	G3588	T-ASF	
Matthew 6:34	6	αυριον	G0839	ADV	
Matthew 6:34	7	η	G3588	T-NSF	
Matthew 6:34	8	γαρ	G1063	CONJ	
Matthew 6:34	9	αυριον	G0839	ADV	
Matthew 6:34	10	μεριμνησει	G3309	V-FAI-3S	5692
Matthew 6:34	11	τα	G3588	T-APN	
Matthew 6:34	12	εαυτης	G1438	F-3GSF	
Matthew 6:34	13	αρκετον	G0713	A-NSN	
Matthew 6:34	14	τη	G3588	T-DSF	
Matthew 6:34	15	ημερα	G2250	N-DSF	
Matthew 6:34	16	η	G3588	T-NSF	
Matthew 6:34	17	κακια	G2549	N-NSF	
Matthew 6:34	18	αυτης	G0846	P-GSF	
Matthew 7:1	1	μη	G3361	PRT-N	
Matthew 7:1	2	κρινετε	G2919	V-PAM-2P	5720
Matthew 7:1	3	ινα	G2443	CONJ	
Matthew 7:1	4	μη	G3361	PRT-N	
Matthew 7:1	5	κριθητε	G2919	V-APS-2P	5686
Matthew 7:2	1	εν	G1722	PREP	
Matthew 7:2	2	ω	G3739	R-DSN	
Matthew 7:2	3	γαρ	G1063	CONJ	
Matthew 7:2	4	κριματι	G2917	N-DSN	
Matthew 7:2	5	κρινετε	G2919	V-PAI-2P	5719
Matthew 7:2	6	κριθησεσθε	G2919	V-FPI-2P	5701
Matthew 7:2	7	και	G2532	CONJ	
Matthew 7:2	8	εν	G1722	PREP	
Matthew 7:2	9	ω	G3739	R-DSN	
Matthew 7:2	10	μετρω	G3358	N-DSN	
Matthew 7:2	11	μετρειτε	G3354	V-PAI-2P	5719
Matthew 7:2	12	αντιμετρηθησεται	G0488	V-FPI-3S	5701
Matthew 7:2	13	υμιν	G4771	P-2DP	
Matthew 7:3	1	τι	G5101	I-ASN	
Matthew 7:3	2	δε	G1161	CONJ	
Matthew 7:3	3	βλεπεις	G0991	V-PAI-2S	5719
Matthew 7:3	4	το	G3588	T-ASN	
Matthew 7:3	5	καρφος	G2595	N-ASN	
Matthew 7:3	6	το	G3588	T-ASN	
Matthew 7:3	7	εν	G1722	PREP	
Matthew 7:3	8	τω	G3588	T-DSM	
Matthew 7:3	9	οφθαλμω	G3788	N-DSM	
Matthew 7:3	10	του	G3588	T-GSM	
Matthew 7:3	11	αδελφου	G0080	N-GSM	
Matthew 7:3	12	σου	G4771	P-2GS	
Matthew 7:3	13	την	G3588	T-ASF	
Matthew 7:3	14	δε	G1161	CONJ	
Matthew 7:3	15	εν	G1722	PREP	
Matthew 7:3	16	τω	G3588	T-DSM	
Matthew 7:3	17	σω	G4674	S-2SDSM	
Matthew 7:3	18	οφθαλμω	G3788	N-DSM	
Matthew 7:3	19	δοκον	G1385	N-ASF	
Matthew 7:3	20	ου	G3756	PRT-N	
Matthew 7:3	21	κατανοεις	G2657	V-PAI-2S	5719
Matthew 7:4	1	η	G2228	PRT	
Matthew 7:4	2	πως	G4459	ADV-I	
Matthew 7:4	3	ερεις	G2046	V-FAI-2S	5692
Matthew 7:4	4	τω	G3588	T-DSM	
Matthew 7:4	5	αδελφω	G0080	N-DSM	
Matthew 7:4	6	σου	G4771	P-2GS	
Matthew 7:4	7	αφες	G0863	V-2AAM-2S	5628
Matthew 7:4	8	εκβαλω	G1544	V-2AAS-1S	5632
Matthew 7:4	9	το	G3588	T-ASN	
Matthew 7:4	10	καρφος	G2595	N-ASN	
Matthew 7:4	11	απο	G0575	PREP	
Matthew 7:4	12	του	G3588	T-GSM	
Matthew 7:4	13	οφθαλμου	G3788	N-GSM	
Matthew 7:4	14	σου	G4771	P-2GS	
Matthew 7:4	15	και	G2532	CONJ	
Matthew 7:4	16	ιδου	G3708	V-2AMM-2S	5640
Matthew 7:4	17	η	G3588	T-NSF	
Matthew 7:4	18	δοκος	G1385	N-NSF	
Matthew 7:4	19	εν	G1722	PREP	
Matthew 7:4	20	τω	G3588	T-DSM	
Matthew 7:4	21	οφθαλμω	G3788	N-DSM	
Matthew 7:4	22	σου	G4771	P-2GS	
Matthew 7:5	1	υποκριτα	G5273	N-VSM	
Matthew 7:5	2	εκβαλε	G1544	V-2AAM-2S	5628
Matthew 7:5	3	πρωτον	G4412	ADV-S	
Matthew 7:5	4	την	G3588	T-ASF	
Matthew 7:5	5	δοκον	G1385	N-ASF	
Matthew 7:5	6	εκ	G1537	PREP	
Matthew 7:5	7	του	G3588	T-GSM	
Matthew 7:5	8	οφθαλμου	G3788	N-GSM	
Matthew 7:5	9	σου	G4771	P-2GS	
Matthew 7:5	10	και	G2532	CONJ	
Matthew 7:5	11	τοτε	G5119	ADV	
Matthew 7:5	12	διαβλεψεις	G1227	V-FAI-2S	5692
Matthew 7:5	13	εκβαλειν	G1544	V-2AAN	5629
Matthew 7:5	14	το	G3588	T-ASN	
Matthew 7:5	15	καρφος	G2595	N-ASN	
Matthew 7:5	16	εκ	G1537	PREP	
Matthew 7:5	17	του	G3588	T-GSM	
Matthew 7:5	18	οφθαλμου	G3788	N-GSM	
Matthew 7:5	19	του	G3588	T-GSM	
Matthew 7:5	20	αδελφου	G0080	N-GSM	
Matthew 7:5	21	σου	G4771	P-2GS	
Matthew 7:6	1	μη	G3361	PRT-N	
Matthew 7:6	2	δωτε	G1325	V-2AAS-2P	5632
Matthew 7:6	3	το	G3588	T-ASN	
Matthew 7:6	4	αγιον	G0040	A-ASN	
Matthew 7:6	5	τοις	G3588	T-DPM	
Matthew 7:6	6	κυσιν	G2965	N-DPM	
Matthew 7:6	7	μηδε	G3366	CONJ-N	
Matthew 7:6	8	βαλητε	G0906	V-2AAS-2P	5632
Matthew 7:6	9	τους	G3588	T-APM	
Matthew 7:6	10	μαργαριτας	G3135	N-APM	
Matthew 7:6	11	υμων	G4771	P-2GP	
Matthew 7:6	12	εμπροσθεν	G1715	PREP	
Matthew 7:6	13	των	G3588	T-GPM	
Matthew 7:6	14	χοιρων	G5519	N-GPM	
Matthew 7:6	15	μηποτε	G3379	ADV-N	
Matthew 7:6	16	καταπατησωσιν	G2662	V-AAS-3P	5661
Matthew 7:6	17	αυτους	G0846	P-APM	
Matthew 7:6	18	εν	G1722	PREP	
Matthew 7:6	19	τοις	G3588	T-DPM	
Matthew 7:6	20	ποσιν	G4228	N-DPM	
Matthew 7:6	21	αυτων	G0846	P-GPM	
Matthew 7:6	22	και	G2532	CONJ	
Matthew 7:6	23	στραφεντες	G4762	V-2APP-NPM	5651
Matthew 7:6	24	ρηξωσιν	G4486	V-AAS-3P	5661
Matthew 7:6	25	υμας	G4771	P-2AP	
Matthew 7:7	1	αιτειτε	G0154	V-PAM-2P	5720
Matthew 7:7	2	και	G2532	CONJ	
Matthew 7:7	3	δοθησεται	G1325	V-FPI-3S	5701
Matthew 7:7	4	υμιν	G4771	P-2DP	
Matthew 7:7	5	ζητειτε	G2212	V-PAM-2P	5720
Matthew 7:7	6	και	G2532	CONJ	
Matthew 7:7	7	ευρησετε	G2147	V-FAI-2P	5692
Matthew 7:7	8	κρουετε	G2925	V-PAM-2P	5720
Matthew 7:7	9	και	G2532	CONJ	
Matthew 7:7	10	ανοιγησεται	G0455	V-2FPI-3S	5691
Matthew 7:7	11	υμιν	G4771	P-2DP	
Matthew 7:8	1	πας	G3956	A-NSM	
Matthew 7:8	2	γαρ	G1063	CONJ	
Matthew 7:8	3	ο	G3588	T-NSM	
Matthew 7:8	4	αιτων	G0154	V-PAP-NSM	5723
Matthew 7:8	5	λαμβανει	G2983	V-PAI-3S	5719
Matthew 7:8	6	και	G2532	CONJ	
Matthew 7:8	7	ο	G3588	T-NSM	
Matthew 7:8	8	ζητων	G2212	V-PAP-NSM	5723
Matthew 7:8	9	ευρισκει	G2147	V-PAI-3S	5719
Matthew 7:8	10	και	G2532	CONJ	
Matthew 7:8	11	τω	G3588	T-DSM	
Matthew 7:8	12	κρουοντι	G2925	V-PAP-DSM	5723
Matthew 7:8	13	ανοιγησεται	G0455	V-2FPI-3S	5691
Matthew 7:9	1	η	G2228	PRT	
Matthew 7:9	2	τις	G5101	I-NSM	
Matthew 7:9	3	εστιν	G1510	V-PAI-3S	5719
Matthew 7:9	4	εξ	G1537	PREP	
Matthew 7:9	5	υμων	G4771	P-2GP	
Matthew 7:9	6	ανθρωπος	G0444	N-NSM	
Matthew 7:9	7	ον	G3739	R-ASM	
Matthew 7:9	8	εαν	G1437	COND	
Matthew 7:9	9	αιτηση	G0154	V-AAS-3S	5661
Matthew 7:9	10	ο	G3588	T-NSM	
Matthew 7:9	11	υιος	G5207	N-NSM	
Matthew 7:9	12	αυτου	G0846	P-GSM	
Matthew 7:9	13	αρτον	G0740	N-ASM	
Matthew 7:9	14	μη	G3361	PRT-N	
Matthew 7:9	15	λιθον	G3037	N-ASM	
Matthew 7:9	16	επιδωσει	G1929	V-FAI-3S	5692
Matthew 7:9	17	αυτω	G0846	P-DSM	
Matthew 7:10	1	και	G2532	CONJ	
Matthew 7:10	2	εαν	G1437	COND	
Matthew 7:10	3	ιχθυν	G2486	N-ASM	
Matthew 7:10	4	αιτηση	G0154	V-AAS-3S	5661
Matthew 7:10	5	μη	G3361	PRT-N	
Matthew 7:10	6	οφιν	G3789	N-ASM	
Matthew 7:10	7	επιδωσει	G1929	V-FAI-3S	5692
Matthew 7:10	8	αυτω	G0846	P-DSM	
Matthew 7:11	1	ει	G1487	COND	
Matthew 7:11	2	ουν	G3767	CONJ	
Matthew 7:11	3	υμεις	G4771	P-2NP	
Matthew 7:11	4	πονηροι	G4190	A-NPM	
Matthew 7:11	5	οντες	G1510	V-PAP-NPM	5723
Matthew 7:11	6	οιδατε	G1492	V-RAI-2P	5758
Matthew 7:11	7	δοματα	G1390	N-APN	
Matthew 7:11	8	αγαθα	G0018	A-APN	
Matthew 7:11	9	διδοναι	G1325	V-PAN	5721
Matthew 7:11	10	τοις	G3588	T-DPN	
Matthew 7:11	11	τεκνοις	G5043	N-DPN	
Matthew 7:11	12	υμων	G4771	P-2GP	
Matthew 7:11	13	ποσω	G4214	Q-DSN	
Matthew 7:11	14	μαλλον	G3123	ADV	
Matthew 7:11	15	ο	G3588	T-NSM	
Matthew 7:11	16	πατηρ	G3962	N-NSM	
Matthew 7:11	17	υμων	G4771	P-2GP	
Matthew 7:11	18	ο	G3588	T-NSM	
Matthew 7:11	19	εν	G1722	PREP	
Matthew 7:11	20	τοις	G3588	T-DPM	
Matthew 7:11	21	ουρανοις	G3772	N-DPM	
Matthew 7:11	22	δωσει	G1325	V-FAI-3S	5692
Matthew 7:11	23	αγαθα	G0018	A-APN	
Matthew 7:11	24	τοις	G3588	T-DPM	
Matthew 7:11	25	αιτουσιν	G0154	V-PAP-DPM	5723
Matthew 7:11	26	αυτον	G0846	P-ASM	
Matthew 7:12	1	παντα	G3956	A-APN	
Matthew 7:12	2	ουν	G3767	CONJ	
Matthew 7:12	3	οσα	G3745	K-APN	
Matthew 7:12	4	αν	G0302	PRT	
Matthew 7:12	5	θελητε	G2309	V-PAS-2P	5725
Matthew 7:12	6	ινα	G2443	CONJ	
Matthew 7:12	7	ποιωσιν	G4160	V-PAS-3P	5725
Matthew 7:12	8	υμιν	G4771	P-2DP	
Matthew 7:12	9	οι	G3588	T-NPM	
Matthew 7:12	10	ανθρωποι	G0444	N-NPM	
Matthew 7:12	11	ουτως	G3779	ADV	
Matthew 7:12	12	και	G2532	CONJ	
Matthew 7:12	13	υμεις	G4771	P-2NP	
Matthew 7:12	14	ποιειτε	G4160	V-PAM-2P	5720
Matthew 7:12	15	αυτοις	G0846	P-DPM	
Matthew 7:12	16	ουτος	G3778	D-NSM	
Matthew 7:12	17	γαρ	G1063	CONJ	
Matthew 7:12	18	εστιν	G1510	V-PAI-3S	5719
Matthew 7:12	19	ο	G3588	T-NSM	
Matthew 7:12	20	νομος	G3551	N-NSM	
Matthew 7:12	21	και	G2532	CONJ	
Matthew 7:12	22	οι	G3588	T-NPM	
Matthew 7:12	23	προφηται	G4396	N-NPM	
Matthew 7:13	1	εισελθετε	G1525	V-2AAM-2P	5628
Matthew 7:13	2	δια	G1223	PREP	
Matthew 7:13	3	της	G3588	T-GSF	
Matthew 7:13	4	στενης	G4728	A-GSF	
Matthew 7:13	5	πυλης	G4439	N-GSF	
Matthew 7:13	6	οτι	G3754	CONJ	
Matthew 7:13	7	πλατεια	G4116	A-NSF	
Matthew 7:13	8	η	G3588	T-NSF	
Matthew 7:13	9	πυλη	G4439	N-NSF	
Matthew 7:13	10	και	G2532	CONJ	
Matthew 7:13	11	ευρυχωρος	G2149	A-NSF	
Matthew 7:13	12	η	G3588	T-NSF	
Matthew 7:13	13	οδος	G3598	N-NSF	
Matthew 7:13	14	η	G3588	T-NSF	
Matthew 7:13	15	απαγουσα	G0520	V-PAP-NSF	5723
Matthew 7:13	16	εις	G1519	PREP	
Matthew 7:13	17	την	G3588	T-ASF	
Matthew 7:13	18	απωλειαν	G0684	N-ASF	
Matthew 7:13	19	και	G2532	CONJ	
Matthew 7:13	20	πολλοι	G4183	A-NPM	
Matthew 7:13	21	εισιν	G1510	V-PAI-3P	5719
Matthew 7:13	22	οι	G3588	T-NPM	
Matthew 7:13	23	εισερχομενοι	G1525	V-PNP-NPM	5740
Matthew 7:13	24	δι	G1223	PREP	
Matthew 7:13	25	αυτης	G0846	P-GSF	
Matthew 7:14	1	οτι	G3754	CONJ	
Matthew 7:14	2	στενη	G4728	A-NSF	
Matthew 7:14	3	η	G3588	T-NSF	
Matthew 7:14	4	πυλη	G4439	N-NSF	
Matthew 7:14	5	και	G2532	CONJ	
Matthew 7:14	6	τεθλιμμενη	G2346	V-RPP-NSF	5772
Matthew 7:14	7	η	G3588	T-NSF	
Matthew 7:14	8	οδος	G3598	N-NSF	
Matthew 7:14	9	η	G3588	T-NSF	
Matthew 7:14	10	απαγουσα	G0520	V-PAP-NSF	5723
Matthew 7:14	11	εις	G1519	PREP	
Matthew 7:14	12	την	G3588	T-ASF	
Matthew 7:14	13	ζωην	G2222	N-ASF	
Matthew 7:14	14	και	G2532	CONJ	
Matthew 7:14	15	ολιγοι	G3641	A-NPM	
Matthew 7:14	16	εισιν	G1510	V-PAI-3P	5719
Matthew 7:14	17	οι	G3588	T-NPM	
Matthew 7:14	18	ευρισκοντες	G2147	V-PAP-NPM	5723
Matthew 7:14	19	αυτην	G0846	P-ASF	
Matthew 7:15	1	προσεχετε	G4337	V-PAM-2P	5720
Matthew 7:15	2	δε	G1161	CONJ	
Matthew 7:15	3	απο	G0575	PREP	
Matthew 7:15	4	των	G3588	T-GPM	
Matthew 7:15	5	ψευδοπροφητων	G5578	N-GPM	
Matthew 7:15	6	οιτινες	G3748	R-NPM	
Matthew 7:15	7	ερχονται	G2064	V-PNI-3P	5736
Matthew 7:15	8	προς	G4314	PREP	
Matthew 7:15	9	υμας	G4771	P-2AP	
Matthew 7:15	10	εν	G1722	PREP	
Matthew 7:15	11	ενδυμασιν	G1742	N-DPN	
Matthew 7:15	12	προβατων	G4263	N-GPN	
Matthew 7:15	13	εσωθεν	G2081	ADV	
Matthew 7:15	14	δε	G1161	CONJ	
Matthew 7:15	15	εισιν	G1510	V-PAI-3P	5719
Matthew 7:15	16	λυκοι	G3074	N-NPM	
Matthew 7:15	17	αρπαγες	G0727	A-NPM	
Matthew 7:16	1	απο	G0575	PREP	
Matthew 7:16	2	των	G3588	T-GPM	
Matthew 7:16	3	καρπων	G2590	N-GPM	
Matthew 7:16	4	αυτων	G0846	P-GPM	
Matthew 7:16	5	επιγνωσεσθε	G1921	V-FDI-2P	5695
Matthew 7:16	6	αυτους	G0846	P-APM	
Matthew 7:16	7	μητι	G3385	PRT-I	
Matthew 7:16	8	συλλεγουσιν	G4816	V-PAI-3P	5719
Matthew 7:16	9	απο	G0575	PREP	
Matthew 7:16	10	ακανθων	G0173	N-GPF	
Matthew 7:16	11	σταφυλην	G4718	N-ASF	
Matthew 7:16	12	η	G2228	PRT	
Matthew 7:16	13	απο	G0575	PREP	
Matthew 7:16	14	τριβολων	G5146	N-GPM	
Matthew 7:16	15	συκα	G4810	N-APN	
Matthew 7:17	1	ουτως	G3779	ADV	
Matthew 7:17	2	παν	G3956	A-NSN	
Matthew 7:17	3	δενδρον	G1186	N-NSN	
Matthew 7:17	4	αγαθον	G0018	A-NSN	
Matthew 7:17	5	καρπους	G2590	N-APM	
Matthew 7:17	6	καλους	G2570	A-APM	
Matthew 7:17	7	ποιει	G4160	V-PAI-3S	5719
Matthew 7:17	8	το	G3588	T-NSN	
Matthew 7:17	9	δε	G1161	CONJ	
Matthew 7:17	10	σαπρον	G4550	A-NSN	
Matthew 7:17	11	δενδρον	G1186	N-NSN	
Matthew 7:17	12	καρπους	G2590	N-APM	
Matthew 7:17	13	πονηρους	G4190	A-APM	
Matthew 7:17	14	ποιει	G4160	V-PAI-3S	5719
Matthew 7:18	1	ου	G3756	PRT-N	
Matthew 7:18	2	δυναται	G1410	V-PNI-3S	5736
Matthew 7:18	3	δενδρον	G1186	N-NSN	
Matthew 7:18	4	αγαθον	G0018	A-NSN	
Matthew 7:18	5	καρπους	G2590	N-APM	
Matthew 7:18	6	πονηρους	G4190	A-APM	
Matthew 7:18	7	ποιειν	G4160	V-PAN	5721
Matthew 7:18	8	ουδε	G3761	CONJ-N	
Matthew 7:18	9	δενδρον	G1186	N-NSN	
Matthew 7:18	10	σαπρον	G4550	A-NSN	
Matthew 7:18	11	καρπους	G2590	N-APM	
Matthew 7:18	12	καλους	G2570	A-APM	
Matthew 7:18	13	ποιειν	G4160	V-PAN	5721
Matthew 7:19	1	παν	G3956	A-NSN	
Matthew 7:19	2	δενδρον	G1186	N-NSN	
Matthew 7:19	3	μη	G3361	PRT-N	
Matthew 7:19	4	ποιουν	G4160	V-PAP-NSN	5723
Matthew 7:19	5	καρπον	G2590	N-ASM	
Matthew 7:19	6	καλον	G2570	A-ASM	
Matthew 7:19	7	εκκοπτεται	G1581	V-PPI-3S	5743
Matthew 7:19	8	και	G2532	CONJ	
Matthew 7:19	9	εις	G1519	PREP	
Matthew 7:19	10	πυρ	G4442	N-ASN	
Matthew 7:19	11	βαλλεται	G0906	V-PPI-3S	5743
Matthew 7:20	1	αραγε	G0686	PRT	1065
Matthew 7:20	2	απο	G0575	PREP	
Matthew 7:20	3	των	G3588	T-GPM	
Matthew 7:20	4	καρπων	G2590	N-GPM	
Matthew 7:20	5	αυτων	G0846	P-GPM	
Matthew 7:20	6	επιγνωσεσθε	G1921	V-FDI-2P	5695
Matthew 7:20	7	αυτους	G0846	P-APM	
Matthew 7:21	1	ου	G3756	PRT-N	
Matthew 7:21	2	πας	G3956	A-NSM	
Matthew 7:21	3	ο	G3588	T-NSM	
Matthew 7:21	4	λεγων	G3004	V-PAP-NSM	5723
Matthew 7:21	5	μοι	G1473	P-1DS	
Matthew 7:21	6	κυριε	G2962	N-VSM	
Matthew 7:21	7	κυριε	G2962	N-VSM	
Matthew 7:21	8	εισελευσεται	G1525	V-FDI-3S	5695
Matthew 7:21	9	εις	G1519	PREP	
Matthew 7:21	10	την	G3588	T-ASF	
Matthew 7:21	11	βασιλειαν	G0932	N-ASF	
Matthew 7:21	12	των	G3588	T-GPM	
Matthew 7:21	13	ουρανων	G3772	N-GPM	
Matthew 7:21	14	αλλ	G0235	CONJ	
Matthew 7:21	15	ο	G3588	T-NSM	
Matthew 7:21	16	ποιων	G4160	V-PAP-NSM	5723
Matthew 7:21	17	το	G3588	T-ASN	
Matthew 7:21	18	θελημα	G2307	N-ASN	
Matthew 7:21	19	του	G3588	T-GSM	
Matthew 7:21	20	πατρος	G3962	N-GSM	
Matthew 7:21	21	μου	G1473	P-1GS	
Matthew 7:21	22	του	G3588	T-GSM	
Matthew 7:21	23	εν	G1722	PREP	
Matthew 7:21	24	ουρανοις	G3772	N-DPM	
Matthew 7:22	1	πολλοι	G4183	A-NPM	
Matthew 7:22	2	ερουσιν	G2046	V-FAI-3P	5692
Matthew 7:22	3	μοι	G1473	P-1DS	
Matthew 7:22	4	εν	G1722	PREP	
Matthew 7:22	5	εκεινη	G1565	D-DSF	
Matthew 7:22	6	τη	G3588	T-DSF	
Matthew 7:22	7	ημερα	G2250	N-DSF	
Matthew 7:22	8	κυριε	G2962	N-VSM	
Matthew 7:22	9	κυριε	G2962	N-VSM	
Matthew 7:22	10	ου	G3756	PRT-N	
Matthew 7:22	11	τω	G3588	T-DSN	
Matthew 7:22	12	σω	G4674	S-2SDSN	
Matthew 7:22	13	ονοματι	G3686	N-DSN	
Matthew 7:22	14	προεφητευσαμεν	G4395	V-AAI-1P	5656
Matthew 7:22	15	και	G2532	CONJ	
Matthew 7:22	16	τω	G3588	T-DSN	
Matthew 7:22	17	σω	G4674	S-2SDSN	
Matthew 7:22	18	ονοματι	G3686	N-DSN	
Matthew 7:22	19	δαιμονια	G1140	N-APN	
Matthew 7:22	20	εξεβαλομεν	G1544	V-2AAI-1P	5627
Matthew 7:22	21	και	G2532	CONJ	
Matthew 7:22	22	τω	G3588	T-DSN	
Matthew 7:22	23	σω	G4674	S-2SDSN	
Matthew 7:22	24	ονοματι	G3686	N-DSN	
Matthew 7:22	25	δυναμεις	G1411	N-APF	
Matthew 7:22	26	πολλας	G4183	A-APF	
Matthew 7:22	27	εποιησαμεν	G4160	V-AAI-1P	5656
Matthew 7:23	1	και	G2532	CONJ	
Matthew 7:23	2	τοτε	G5119	ADV	
Matthew 7:23	3	ομολογησω	G3670	V-FAI-1S	5692
Matthew 7:23	4	αυτοις	G0846	P-DPM	
Matthew 7:23	5	οτι	G3754	CONJ	
Matthew 7:23	6	ουδεποτε	G3763	ADV-N	
Matthew 7:23	7	εγνων	G1097	V-2AAI-1S	5627
Matthew 7:23	8	υμας	G4771	P-2AP	
Matthew 7:23	9	αποχωρειτε	G0672	V-PAM-2P	5720
Matthew 7:23	10	απ	G0575	PREP	
Matthew 7:23	11	εμου	G1473	P-1GS	
Matthew 7:23	12	οι	G3588	T-NPM	
